agent_id,affiliation_id,affiliation_strength
752,31,Unknown
752,32,High
752,40,Low
752,43,Medium
752,44,Medium
752,45,High
752,48,Low
752,49,Medium
753,4,Medium
753,7,Medium
753,8,Low
753,9,Unknown
753,10,Medium
753,15,Low
753,20,Medium
753,24,Low
753,28,Low
753,30,Medium
753,34,Low
753,36,Medium
753,40,High
753,41,High
753,45,Low
754,6,Low
754,7,Medium
754,8,Unknown
754,15,Low
754,19,High
754,23,High
754,29,Low
754,33,Low
754,38,High
754,41,High
754,42,Medium
754,49,Medium
754,50,Unknown
755,1,Unknown
755,6,Low
755,7,Medium
755,9,High
755,13,Medium
755,17,High
755,18,Unknown
755,20,Low
755,21,Low
755,23,Medium
755,32,Medium
755,46,Unknown
756,3,Medium
756,6,Low
756,10,Low
756,13,Medium
756,20,High
756,23,High
756,25,Low
756,31,High
756,33,Medium
756,41,Medium
756,45,Low
756,47,Unknown
756,49,Unknown
757,2,Low
757,6,Low
757,8,Low
757,9,Low
757,17,Medium
757,19,Unknown
757,24,Low
757,27,Unknown
757,34,Low
757,38,Medium
757,39,Low
757,40,Unknown
757,41,Medium
757,42,High
757,49,Low
758,5,Unknown
758,7,Medium
758,11,Low
758,13,Medium
758,17,Low
758,18,Unknown
758,30,High
758,32,Unknown
758,34,Unknown
758,36,Medium
758,46,Low
758,49,Low
758,50,Low
759,2,Unknown
759,3,Medium
759,4,High
759,7,Low
759,11,Low
759,15,Medium
759,21,Low
759,22,Low
759,24,High
759,32,Medium
759,35,Medium
759,36,Medium
759,40,Medium
759,41,Medium
759,46,High
759,47,Unknown
759,49,Medium
760,1,Low
760,7,Low
760,10,Low
760,11,Unknown
760,16,Low
760,21,Low
760,27,Unknown
760,28,High
760,31,Low
760,32,High
760,33,Unknown
760,42,Medium
760,43,Low
760,45,Medium
760,49,High
761,2,High
761,5,Low
761,7,Low
761,11,Low
761,13,Unknown
761,14,High
761,17,Low
761,18,Medium
761,21,Low
761,24,High
761,25,Medium
761,26,Low
761,27,High
761,28,Medium
761,32,Low
761,34,Low
761,35,Low
761,36,Low
761,37,Medium
761,38,Low
761,40,Low
761,46,Medium
762,2,Low
762,8,Medium
762,10,Medium
762,14,Low
762,19,High
762,20,Medium
762,25,High
762,26,Medium
762,27,Low
762,30,Unknown
762,33,Low
762,40,Medium
762,45,Low
762,47,Medium
763,2,Low
763,18,Low
763,20,Unknown
763,21,Medium
763,23,Low
763,24,Medium
763,26,Medium
763,27,Unknown
763,28,High
763,36,Medium
763,37,Low
763,42,Unknown
763,43,High
763,46,Unknown
764,9,Low
764,10,Low
764,16,High
764,19,Medium
764,20,Unknown
764,28,Medium
764,35,Low
764,36,Unknown
764,37,Medium
764,41,Low
764,43,Medium
765,1,Medium
765,3,Medium
765,6,Low
765,9,Unknown
765,12,Low
765,14,Low
765,21,Low
765,24,High
765,25,Low
765,27,Low
765,41,High
765,45,High
765,46,Unknown
765,48,Unknown
765,50,Unknown
766,4,Medium
766,6,High
766,13,Low
766,14,Low
766,15,Unknown
766,16,High
766,17,Medium
766,21,Medium
766,24,Medium
766,27,Low
766,31,High
766,34,High
766,36,Low
766,37,Unknown
766,41,Medium
766,44,Low
766,45,High
766,49,Unknown
767,12,Medium
767,15,Low
767,21,Unknown
767,22,Unknown
767,23,High
767,29,Unknown
767,31,High
767,34,Low
767,37,High
767,42,High
767,44,Medium
767,46,Medium
767,47,Medium
767,48,Low
768,5,Medium
768,11,Unknown
768,15,Medium
768,19,Medium
768,20,Medium
768,22,Low
768,33,Low
768,35,Unknown
768,37,Low
768,40,High
768,45,Unknown
768,47,High
768,49,Medium
769,1,Medium
769,2,High
769,3,High
769,4,Unknown
769,6,Unknown
769,8,Unknown
769,9,Unknown
769,11,Low
769,12,Unknown
769,13,High
769,14,Low
769,18,Low
769,20,Low
769,21,Medium
769,22,Medium
769,23,High
769,27,High
769,28,Unknown
769,30,Medium
769,32,High
769,33,Medium
769,34,Medium
769,36,High
769,37,Medium
769,42,Low
769,43,Low
769,48,Medium
770,2,Low
770,5,Low
770,8,Medium
770,13,Medium
770,18,High
770,22,High
770,23,Low
770,26,Low
770,31,Low
770,40,Medium
770,42,High
770,44,Low
770,46,Unknown
771,5,Low
771,7,Low
771,8,Low
771,9,Low
771,10,High
771,11,Low
771,14,Low
771,16,Low
771,20,Medium
771,24,High
771,26,Low
771,27,Medium
771,28,Medium
771,29,Low
771,30,Medium
771,36,Medium
771,37,Medium
771,41,Unknown
771,44,Low
771,48,High
772,4,Low
772,9,Medium
772,10,Low
772,11,Low
772,13,Medium
772,14,Medium
772,20,Medium
772,21,Low
772,35,Low
772,43,Low
773,7,High
773,9,Low
773,11,Low
773,12,High
773,17,Medium
773,25,Unknown
773,26,High
773,28,High
773,37,Unknown
773,41,Medium
773,42,High
773,48,Medium
774,3,High
774,5,Unknown
774,6,Unknown
774,9,Low
774,10,Unknown
774,11,Unknown
774,13,Unknown
774,16,High
774,18,Low
774,25,Medium
774,30,High
774,32,Unknown
774,36,Low
774,37,Medium
774,40,Low
774,48,Unknown
774,50,Low
775,1,Low
775,6,Low
775,8,Low
775,9,High
775,11,High
775,12,Medium
775,15,Unknown
775,18,High
775,20,Low
775,26,Low
775,29,Unknown
775,31,Unknown
775,34,Low
775,35,Low
775,40,Unknown
775,41,High
775,42,Low
775,44,Low
775,48,Medium
776,2,Low
776,5,Medium
776,6,Low
776,8,Low
776,9,Low
776,11,Low
776,16,Medium
776,19,High
776,21,Low
776,23,Unknown
776,32,Medium
776,33,Medium
776,36,Low
776,44,Unknown
776,48,Unknown
776,49,Unknown
777,1,Low
777,5,Medium
777,6,Low
777,8,High
777,9,Low
777,10,Medium
777,11,Unknown
777,13,Unknown
777,15,High
777,16,Low
777,17,Low
777,18,Low
777,19,Medium
777,23,High
777,25,Medium
777,28,Low
777,30,High
777,31,Low
777,40,Low
777,42,Medium
777,44,Unknown
778,2,Low
778,15,Medium
778,21,Low
778,22,Medium
778,32,High
778,33,Low
778,34,Low
778,35,Low
778,37,High
778,43,High
778,46,Unknown
778,47,Medium
778,49,Unknown
779,8,Medium
779,11,Low
779,15,High
779,16,Low
779,17,Medium
779,19,Low
779,22,High
779,24,Unknown
779,34,Low
779,35,Low
779,37,Unknown
779,40,Low
779,42,Medium
779,43,Low
779,45,Low
779,47,Low
779,50,Medium
780,8,Low
780,9,Medium
780,10,Low
780,14,Medium
780,16,Low
780,17,Medium
780,22,Medium
780,25,Low
780,27,High
780,30,Low
780,31,Medium
780,37,Low
780,41,High
780,42,Medium
780,43,High
780,44,Medium
780,45,High
781,3,Medium
781,4,Medium
781,7,Medium
781,13,Unknown
781,19,Medium
781,23,Medium
781,24,Low
781,26,High
781,28,Low
781,33,Medium
781,37,Medium
781,38,Low
781,45,Medium
781,48,Medium
781,49,Unknown
782,2,Medium
782,7,Unknown
782,9,High
782,14,Unknown
782,16,Unknown
782,21,Low
782,24,Medium
782,28,Medium
782,31,Low
782,32,Low
782,37,Unknown
782,38,Low
782,41,Low
782,44,Low
782,45,Medium
782,47,Medium
782,49,Low
783,7,Medium
783,10,Medium
783,14,Low
783,15,Low
783,16,Unknown
783,17,Unknown
783,19,Low
783,22,Unknown
783,23,Medium
783,27,Low
783,30,High
783,32,Unknown
783,33,High
783,35,Low
783,36,Low
783,39,Medium
783,43,Low
783,44,Medium
783,49,Medium
784,2,Low
784,3,Unknown
784,4,Low
784,5,Low
784,12,Low
784,17,Medium
784,23,Low
784,26,Low
784,29,Low
784,31,Low
784,38,Unknown
784,41,Medium
784,42,High
785,3,Low
785,18,Medium
785,19,Medium
785,21,Medium
785,32,Medium
785,37,Medium
785,45,Unknown
785,48,Unknown
785,49,Medium
786,3,High
786,4,Unknown
786,5,Unknown
786,18,Low
786,19,Low
786,24,Medium
786,25,Medium
786,26,Low
786,27,Unknown
786,31,High
786,33,Medium
786,35,Unknown
786,40,Unknown
786,47,Medium
786,48,Medium
786,49,Low
787,1,Low
787,6,Unknown
787,14,High
787,16,Medium
787,17,Medium
787,19,Medium
787,22,Unknown
787,23,Medium
787,24,Medium
787,30,Unknown
787,32,Unknown
787,34,Unknown
787,45,Medium
788,2,Medium
788,3,Medium
788,13,Low
788,15,Unknown
788,18,Unknown
788,19,Medium
788,26,High
788,27,Medium
788,29,High
788,34,Low
788,37,Medium
788,40,Low
788,41,High
788,46,Unknown
788,48,Medium
788,49,Medium
788,50,Low
789,2,Low
789,3,High
789,10,Low
789,13,Low
789,17,Unknown
789,19,High
789,20,Medium
789,23,Low
789,24,Medium
789,30,Unknown
789,35,Low
789,36,Low
789,40,High
789,41,High
789,43,Low
789,46,High
790,6,Unknown
790,8,Low
790,9,Low
790,13,Medium
790,20,Medium
790,25,Low
790,31,Medium
790,32,Low
790,33,Medium
790,36,Medium
790,37,Low
790,38,High
790,40,Medium
790,41,Medium
790,45,Low
790,48,Medium
790,49,Low
791,8,Medium
791,13,Medium
791,15,Unknown
791,16,Medium
791,23,Low
791,25,Medium
791,33,Medium
791,37,Low
791,39,Unknown
791,41,Low
791,45,Low
791,48,Medium
791,50,Low
792,13,High
792,14,Low
792,24,Medium
792,27,Low
792,44,High
792,46,Unknown
792,47,High
792,50,Medium
793,3,Medium
793,12,Medium
793,15,Low
793,18,Low
793,29,Unknown
793,30,Medium
793,35,Low
793,40,Low
793,41,Medium
793,42,Unknown
793,44,Low
793,48,Low
793,49,Unknown
793,50,Medium
794,3,Medium
794,6,Medium
794,14,Unknown
794,18,Low
794,23,High
794,24,Low
794,25,Low
794,29,Low
794,34,Low
794,37,Unknown
794,39,Medium
794,42,Medium
794,50,Low
795,4,Unknown
795,6,High
795,8,Medium
795,9,Low
795,10,Medium
795,11,Low
795,15,Medium
795,18,Medium
795,24,Unknown
795,26,Low
795,31,Low
795,32,Low
795,34,Low
795,43,Medium
795,44,Medium
795,46,Low
795,47,High
795,48,Unknown
795,50,Medium
796,5,Low
796,9,Unknown
796,15,Low
796,16,Medium
796,17,Unknown
796,20,Medium
796,25,Medium
796,28,Low
796,29,Medium
796,34,Medium
796,40,Unknown
796,41,Low
796,45,Medium
796,47,High
796,48,Low
797,1,Medium
797,2,Medium
797,3,Medium
797,8,Medium
797,13,High
797,14,Low
797,15,Medium
797,16,Low
797,26,Low
797,27,Low
797,28,High
797,30,Unknown
797,32,Low
797,39,Low
797,41,Medium
797,42,Unknown
797,45,Medium
798,1,Unknown
798,2,Medium
798,3,Medium
798,5,Medium
798,6,Medium
798,9,Low
798,11,Medium
798,18,Low
798,19,Medium
798,21,Low
798,23,Unknown
798,26,Unknown
798,27,Medium
798,28,Low
798,35,Low
798,36,Medium
798,37,Low
798,38,Unknown
798,42,Unknown
798,44,Low
798,47,Medium
799,1,High
799,4,High
799,8,Unknown
799,9,Low
799,21,High
799,22,Medium
799,25,Medium
799,26,Low
799,39,Medium
799,41,Low
799,45,Medium
800,5,Low
800,8,High
800,9,Low
800,14,Medium
800,24,High
800,25,Low
800,26,High
800,29,Low
800,32,Low
800,34,Low
800,35,Low
800,39,Low
800,40,Medium
800,48,Unknown
801,9,Low
801,10,Medium
801,12,Medium
801,14,Low
801,19,Medium
801,20,Low
801,22,Unknown
801,23,Medium
801,24,Medium
801,26,Low
801,28,Low
801,31,Unknown
801,32,Low
801,34,High
801,39,Unknown
801,45,Low
801,46,Low
801,47,High
801,48,Medium
801,50,Low
802,1,Medium
802,2,Medium
802,8,Medium
802,14,Unknown
802,16,High
802,20,Unknown
802,29,Medium
802,30,Low
802,34,Low
802,38,Low
802,42,Low
802,44,Medium
802,48,High
802,49,Unknown
802,50,Medium
803,4,Low
803,9,Medium
803,12,Low
803,18,Medium
803,36,Low
803,43,Low
803,45,Medium
803,46,High
803,48,High
804,1,High
804,2,Medium
804,3,Unknown
804,4,Medium
804,6,Medium
804,10,Low
804,12,Low
804,15,Low
804,20,Low
804,21,Low
804,25,Low
804,27,Unknown
804,32,Low
804,35,Medium
804,38,Medium
804,42,Medium
804,43,Low
804,46,High
804,48,Medium
805,2,High
805,3,Low
805,4,Medium
805,9,Unknown
805,19,Unknown
805,21,Unknown
805,22,High
805,30,High
805,35,Medium
805,39,Low
805,48,High
805,49,Low
806,2,Unknown
806,6,Medium
806,7,Medium
806,10,Medium
806,11,High
806,12,Medium
806,13,Medium
806,15,High
806,22,High
806,26,Medium
806,33,High
806,38,Unknown
806,39,Medium
806,41,Unknown
806,48,Medium
806,50,Medium
807,1,Low
807,7,High
807,13,High
807,14,Low
807,16,Medium
807,19,Low
807,20,Unknown
807,23,Medium
807,25,High
807,26,Low
807,27,Medium
807,32,Low
807,38,Low
807,42,Unknown
808,2,Low
808,3,Low
808,6,Low
808,8,Medium
808,11,Medium
808,12,Medium
808,15,Medium
808,16,Medium
808,18,Low
808,19,Low
808,23,Medium
808,24,Medium
808,30,Low
808,36,Medium
808,44,Unknown
808,47,Low
809,3,Medium
809,13,Unknown
809,20,Medium
809,23,Medium
809,24,Low
809,26,Medium
809,35,Unknown
809,36,Medium
809,41,Medium
809,45,Low
810,1,Medium
810,9,Low
810,13,Medium
810,14,High
810,16,Medium
810,19,Low
810,20,Low
810,26,Low
810,27,Unknown
810,28,Unknown
810,29,Unknown
810,31,Low
810,34,High
810,36,Medium
810,37,Unknown
810,43,Low
810,44,Low
810,45,High
810,47,Low
810,49,Medium
811,3,Medium
811,6,Unknown
811,12,Medium
811,13,Unknown
811,14,Unknown
811,19,Low
811,35,Medium
811,38,High
811,40,Medium
811,41,Low
811,48,Medium
812,10,Low
812,11,Medium
812,14,Unknown
812,15,Medium
812,18,High
812,19,Low
812,20,Low
812,21,Low
812,27,Unknown
812,29,Low
812,33,Low
812,40,Medium
812,41,Low
813,8,Low
813,10,Low
813,20,Medium
813,25,Unknown
813,32,Unknown
813,33,Medium
813,34,Medium
813,36,Low
813,43,Medium
813,47,Medium
814,11,Unknown
814,14,Low
814,15,Medium
814,16,Low
814,20,Medium
814,25,Low
814,26,Medium
814,30,Unknown
814,32,Medium
814,36,High
814,38,Medium
814,47,Medium
814,49,Low
815,3,Unknown
815,5,High
815,6,Medium
815,8,Medium
815,9,Unknown
815,12,Low
815,13,Low
815,21,Unknown
815,22,Medium
815,33,Unknown
815,34,Medium
815,36,Low
815,44,Medium
815,47,Low
816,1,Low
816,2,Medium
816,4,Medium
816,5,Unknown
816,6,Medium
816,7,Unknown
816,8,Medium
816,11,Low
816,13,Medium
816,17,Medium
816,18,Medium
816,20,Medium
816,23,Medium
816,31,Unknown
816,32,Medium
816,33,Low
816,34,Medium
816,35,High
816,37,Low
816,40,Low
816,41,Low
816,42,High
816,43,Unknown
816,44,Low
817,2,Unknown
817,3,Low
817,4,Medium
817,6,Low
817,10,Low
817,11,Unknown
817,13,Unknown
817,14,Unknown
817,16,Unknown
817,18,Unknown
817,33,Medium
817,36,Unknown
817,37,Unknown
818,3,Unknown
818,4,High
818,7,Unknown
818,9,Medium
818,12,Low
818,14,Unknown
818,17,High
818,22,Low
818,23,Low
818,37,Low
818,40,Low
818,42,Medium
818,43,Low
818,49,Unknown
819,2,Medium
819,5,High
819,9,Unknown
819,10,Low
819,11,Low
819,18,Unknown
819,22,Low
819,25,Unknown
819,28,Low
819,29,Unknown
819,30,Medium
819,32,Medium
819,36,Low
819,38,High
819,42,Low
819,43,Unknown
819,45,Low
819,46,Medium
819,48,Low
819,50,Low
820,2,Unknown
820,3,Unknown
820,7,High
820,8,Medium
820,14,Unknown
820,22,Medium
820,24,Unknown
820,45,High
820,46,Unknown
820,50,Medium
821,1,Unknown
821,3,Low
821,5,Low
821,6,Medium
821,12,High
821,19,Medium
821,22,Unknown
821,24,Medium
821,25,Low
821,27,High
821,30,Medium
821,32,Low
821,33,Medium
821,36,Low
821,37,High
821,46,Low
821,48,Unknown
821,49,Low
822,12,Medium
822,27,Unknown
822,28,Medium
822,29,High
822,30,Low
822,32,Low
822,35,Low
822,38,Unknown
822,43,Medium
822,49,Unknown
822,50,High
823,4,Medium
823,16,High
823,40,Low
823,42,Medium
823,43,Low
823,44,High
823,45,Unknown
823,49,Medium
823,50,Medium
824,3,Low
824,18,Medium
824,23,Medium
824,24,Medium
824,27,Medium
824,32,Unknown
824,39,Unknown
824,42,Low
824,45,Medium
824,50,Medium
825,5,High
825,8,Medium
825,12,Low
825,14,Low
825,17,High
825,24,High
825,31,Low
825,37,Medium
825,39,Unknown
825,43,Low
825,45,Medium
825,46,Medium
825,47,Low
825,50,Low
826,1,Unknown
826,2,Medium
826,14,Low
826,20,Low
826,22,Low
826,23,Unknown
826,30,High
826,31,High
826,33,Low
826,35,Medium
826,36,Low
826,39,Unknown
826,44,High
826,46,Medium
826,49,Medium
826,50,High
827,8,Low
827,12,Unknown
827,14,Low
827,17,Low
827,19,Low
827,25,High
827,27,Low
827,32,Medium
827,33,Low
827,35,Low
827,41,Low
827,43,Low
827,48,Low
828,4,Medium
828,9,Medium
828,12,High
828,17,Low
828,19,Medium
828,20,Unknown
828,28,Unknown
828,29,Low
828,34,Medium
828,38,Medium
828,47,Unknown
829,2,Unknown
829,4,Low
829,10,Medium
829,12,Medium
829,15,Unknown
829,18,Unknown
829,19,Unknown
829,20,High
829,22,Unknown
829,24,High
829,28,Low
829,33,Unknown
829,34,Low
829,39,Low
829,41,Medium
829,42,Medium
830,3,Medium
830,10,Medium
830,18,Low
830,24,Medium
830,25,Unknown
830,30,High
830,31,Low
830,34,High
830,36,Low
830,37,Unknown
830,42,High
830,45,Medium
830,47,Unknown
830,48,Low
830,50,Low
831,2,Low
831,8,Low
831,10,Medium
831,11,Low
831,15,Low
831,17,Unknown
831,18,Low
831,20,Low
831,25,Medium
831,29,Medium
831,32,Low
831,38,Low
831,43,High
831,44,Low
832,3,Medium
832,6,Low
832,9,Low
832,10,Medium
832,11,Low
832,19,Medium
832,20,Low
832,21,Medium
832,22,Unknown
832,24,Low
832,29,Low
832,30,High
832,31,Medium
832,32,High
832,40,High
832,41,Low
832,42,Medium
832,49,Unknown
833,1,Medium
833,4,Low
833,10,Medium
833,12,Low
833,14,Unknown
833,19,High
833,21,High
833,26,Unknown
833,31,Unknown
833,32,Medium
833,35,Medium
833,37,Medium
833,41,Low
833,43,Unknown
833,44,Low
833,45,High
833,47,Unknown
833,49,Medium
834,1,Low
834,7,Unknown
834,9,Low
834,12,Low
834,26,Low
834,28,Unknown
834,29,Low
834,35,Medium
834,37,Low
834,38,Low
834,47,Low
835,3,Unknown
835,5,High
835,6,Unknown
835,7,Low
835,8,Low
835,9,Low
835,10,Medium
835,12,High
835,13,Low
835,17,Unknown
835,20,Medium
835,24,Low
835,27,Medium
835,31,High
835,34,Medium
835,35,High
835,37,Medium
835,38,Low
835,40,Low
835,42,Low
835,47,Low
836,3,Low
836,5,Medium
836,7,High
836,11,Low
836,14,Low
836,21,Medium
836,22,Low
836,24,High
836,26,Medium
836,27,Medium
836,32,Low
836,35,High
836,37,Medium
836,41,Low
836,42,High
836,45,Low
836,49,Low
836,50,Medium
837,2,High
837,5,Unknown
837,7,Medium
837,11,Medium
837,12,Medium
837,14,Low
837,16,Medium
837,26,Low
837,30,Medium
837,33,Medium
837,35,Medium
837,36,Medium
837,37,High
837,40,Low
837,41,Low
837,44,Unknown
837,49,Unknown
837,50,Low
838,12,Unknown
838,13,Low
838,15,Low
838,17,Medium
838,20,Low
838,25,Low
838,37,Low
838,41,Low
838,44,Medium
838,45,Medium
838,46,Medium
838,50,High
839,1,Medium
839,6,High
839,12,Low
839,16,Medium
839,17,Low
839,22,Low
839,24,Medium
839,25,Medium
839,30,Low
839,32,Low
839,34,Low
839,37,Low
839,38,Low
839,39,High
839,42,High
839,49,Medium
840,2,Low
840,3,Low
840,6,Medium
840,7,Low
840,21,Medium
840,24,Low
840,28,Medium
840,31,High
840,36,Low
840,37,High
840,39,High
840,41,Medium
840,43,Low
840,44,Medium
841,3,High
841,4,Low
841,10,High
841,12,Medium
841,14,Medium
841,15,High
841,16,Low
841,17,Medium
841,21,Medium
841,28,Low
841,38,Low
841,40,Low
841,42,High
841,45,High
841,47,Medium
841,48,Low
841,49,Low
841,50,Low
842,3,Medium
842,5,Unknown
842,6,Medium
842,12,Low
842,24,Low
842,31,Medium
842,34,High
842,40,Medium
842,44,Medium
842,48,High
843,2,High
843,5,Unknown
843,12,Medium
843,13,Low
843,17,Low
843,18,Unknown
843,21,Medium
843,23,Medium
843,25,Medium
843,27,Low
843,28,Low
843,33,High
843,35,Medium
843,36,Medium
843,38,Unknown
843,41,Unknown
843,44,Medium
844,3,Medium
844,4,Unknown
844,6,High
844,9,Low
844,13,Medium
844,14,Medium
844,16,Medium
844,17,Medium
844,19,Low
844,20,High
844,21,Low
844,23,Medium
844,27,High
844,46,Low
844,48,High
845,3,High
845,5,Low
845,10,Low
845,12,Medium
845,17,Medium
845,18,Medium
845,25,High
845,34,Low
845,41,Low
845,42,High
845,44,High
845,50,Unknown
846,2,Low
846,3,Low
846,4,Low
846,8,High
846,9,High
846,12,Low
846,18,Low
846,30,High
846,37,Low
846,41,Low
846,43,High
846,49,Low
847,6,Medium
847,9,High
847,10,High
847,15,High
847,17,Unknown
847,24,High
847,39,Unknown
847,40,Unknown
847,47,High
847,48,Medium
847,49,Medium
847,50,Low
848,1,Low
848,7,Unknown
848,9,Low
848,15,Medium
848,17,High
848,18,High
848,24,Low
848,25,Low
848,26,Medium
848,28,Low
848,29,Medium
848,31,High
848,33,High
848,35,Medium
848,37,High
848,38,Low
848,46,Low
848,48,Low
849,3,Low
849,13,Unknown
849,14,Medium
849,17,High
849,18,Low
849,20,High
849,22,Low
849,25,Low
849,27,Unknown
849,39,Medium
849,42,Unknown
849,44,High
849,45,Medium
849,46,High
849,49,Unknown
850,4,Low
850,7,Low
850,10,Medium
850,14,Medium
850,15,Medium
850,18,Medium
850,21,Low
850,22,Medium
850,26,High
850,29,Unknown
850,33,Low
850,35,Medium
850,36,Unknown
850,50,Low
851,1,Low
851,2,High
851,12,Medium
851,16,High
851,24,Low
851,28,Medium
851,29,Low
851,38,Unknown
851,40,Low
851,41,High
851,46,High
851,47,Unknown
851,50,Medium
852,2,Medium
852,3,Low
852,4,Low
852,7,High
852,20,Medium
852,34,Medium
852,37,Medium
852,42,Low
852,44,Low
852,45,Unknown
853,2,High
853,4,Low
853,7,Low
853,8,Medium
853,10,Unknown
853,11,Low
853,14,Low
853,16,Medium
853,17,Medium
853,18,Medium
853,20,Low
853,22,High
853,27,Unknown
853,31,Medium
853,32,Unknown
853,35,Medium
853,36,Unknown
853,37,Low
853,39,Unknown
853,49,High
854,1,Medium
854,3,Unknown
854,4,High
854,14,Low
854,15,Unknown
854,16,Low
854,26,High
854,28,Low
854,35,Medium
854,39,Medium
854,41,High
854,43,Unknown
854,48,Medium
855,1,Low
855,2,Unknown
855,5,Medium
855,6,High
855,11,Unknown
855,14,Unknown
855,15,Low
855,17,Medium
855,21,Medium
855,24,Medium
855,31,Unknown
855,32,Medium
855,33,Low
855,35,Low
855,36,High
855,37,Unknown
855,44,Low
855,45,Low
855,49,Medium
855,50,Low
856,1,Low
856,4,Low
856,8,Medium
856,28,Low
856,30,Unknown
856,31,Medium
856,33,High
856,34,Unknown
856,35,Low
856,39,Low
856,41,Medium
856,42,Medium
856,45,High
856,49,Unknown
857,4,Low
857,8,Low
857,9,Low
857,12,Medium
857,15,High
857,23,Low
857,24,Medium
857,27,Medium
857,28,Medium
857,31,Low
857,39,Medium
857,42,Low
857,43,Unknown
857,46,Medium
858,2,Medium
858,3,Unknown
858,4,Low
858,7,Low
858,9,Medium
858,15,Medium
858,16,Unknown
858,17,High
858,19,Medium
858,23,Medium
858,26,High
858,33,Low
858,40,Medium
858,41,Medium
858,44,High
859,3,Low
859,5,Medium
859,6,High
859,9,Unknown
859,10,Unknown
859,15,Low
859,18,High
859,19,Medium
859,21,Low
859,24,Medium
859,25,Unknown
859,33,Medium
859,35,Unknown
859,38,Low
859,39,High
859,44,Medium
859,46,Medium
859,49,Low
859,50,Low
860,3,Medium
860,4,Low
860,12,Low
860,13,High
860,14,Medium
860,16,Unknown
860,18,Unknown
860,19,High
860,23,Unknown
860,27,Low
860,31,Unknown
860,34,High
860,35,Unknown
860,39,Medium
860,40,High
860,43,High
860,44,Medium
860,48,High
860,49,Low
860,50,High
861,1,Low
861,3,Unknown
861,7,Unknown
861,8,Low
861,10,Low
861,13,Unknown
861,18,Medium
861,22,Low
861,29,Medium
861,32,Medium
861,35,Low
861,37,Unknown
861,38,Medium
861,40,Low
861,44,Medium
861,45,Unknown
861,49,Unknown
862,2,Low
862,3,Low
862,4,Low
862,7,High
862,11,High
862,13,Low
862,14,Medium
862,17,Medium
862,20,High
862,23,Low
862,24,Low
862,26,Low
862,31,Medium
862,32,Medium
862,37,Unknown
862,40,Unknown
862,41,Unknown
862,45,Low
862,46,Medium
862,49,Medium
862,50,High
863,4,Medium
863,6,Low
863,8,Medium
863,9,Unknown
863,19,Unknown
863,24,Medium
863,30,Unknown
863,31,High
863,33,Unknown
863,37,Low
863,42,Low
863,48,Medium
864,1,Low
864,4,Medium
864,13,Medium
864,15,High
864,16,Medium
864,23,Low
864,27,Medium
864,34,Medium
864,35,Medium
864,36,Low
864,37,High
864,39,Unknown
864,43,Medium
864,46,Unknown
865,2,Low
865,4,Unknown
865,7,Low
865,8,Unknown
865,20,Unknown
865,22,Low
865,24,Low
865,25,Medium
865,26,Medium
865,27,High
865,29,Low
865,33,Medium
865,35,Medium
865,38,Low
865,42,Low
865,44,Low
865,48,Medium
865,50,High
866,2,Low
866,3,Low
866,6,Low
866,9,High
866,10,Medium
866,12,Low
866,15,Medium
866,16,High
866,22,Unknown
866,23,Low
866,25,Medium
866,26,Low
866,31,High
866,32,Unknown
866,33,Low
866,34,Low
866,39,Low
866,40,Low
866,41,Medium
866,42,Low
866,43,Medium
866,46,High
866,50,Unknown
867,2,Unknown
867,4,Medium
867,19,High
867,24,Medium
867,25,Medium
867,27,Medium
867,38,Medium
867,48,High
868,4,High
868,13,Medium
868,14,Medium
868,16,High
868,19,Medium
868,21,Low
868,27,Low
868,40,Low
868,46,High
869,2,High
869,4,Medium
869,5,High
869,11,Unknown
869,12,High
869,16,Medium
869,17,Low
869,22,Medium
869,23,Unknown
869,24,Low
869,26,Medium
869,33,Unknown
869,43,Medium
869,48,High
870,2,Unknown
870,3,High
870,4,Low
870,9,Medium
870,10,Unknown
870,11,Medium
870,12,Medium
870,13,Unknown
870,14,Medium
870,17,High
870,22,Low
870,23,Unknown
870,26,Unknown
870,45,Unknown
870,50,Unknown
871,3,Medium
871,7,Medium
871,12,Medium
871,17,High
871,21,High
871,22,Medium
871,23,High
871,24,Low
871,26,Low
871,29,Low
871,32,Medium
871,33,Medium
871,42,Medium
871,44,Medium
871,45,Low
871,47,Low
871,48,Medium
871,49,High
871,50,Unknown
872,11,Low
872,20,Medium
872,24,Low
872,27,Low
872,29,Medium
872,32,Low
872,35,Low
872,50,Low
873,2,Medium
873,7,Low
873,8,Unknown
873,12,Low
873,14,Unknown
873,18,Low
873,25,Medium
873,32,Medium
873,36,Medium
873,37,Low
873,38,Medium
873,44,Low
873,46,Medium
873,48,High
873,49,Low
874,4,Medium
874,5,High
874,7,Unknown
874,9,Low
874,15,High
874,20,High
874,21,Low
874,30,Medium
874,32,Unknown
874,36,Low
874,37,Medium
874,38,Low
874,40,High
874,43,Medium
874,47,Medium
875,13,Medium
875,17,Medium
875,20,Low
875,22,Low
875,24,Unknown
875,25,Low
875,31,Medium
875,35,Medium
875,38,Medium
875,40,Medium
875,41,Medium
875,44,Low
875,45,High
876,7,Unknown
876,10,Low
876,11,Medium
876,13,Low
876,16,Low
876,23,Low
876,27,Low
876,28,Unknown
876,32,Medium
876,36,Low
876,38,Low
876,47,Unknown
876,48,Medium
